timestamp,src_ip,dst_ip,port,bytes,protocol,status,label,anomaly_type
2024-01-01T18:22:35.258627Z,10.0.0.106,10.0.0.240,80,1694,UDP,RESET,normal,
2024-01-01T18:24:37.671140Z,10.0.0.38,192.168.1.208,587,1800,TCP,OK,normal,
2024-01-01T18:41:30.194292Z,192.168.2.134,203.0.113.13,80,1581,TCP,OK,normal,
2024-01-01T18:57:30.073322Z,192.168.1.114,203.0.113.7,8443,272,UDP,OK,normal,
2024-01-01T19:08:06.570021Z,192.168.2.214,10.0.0.162,8080,839,TCP,OK,normal,
2024-01-01T19:14:56.012174Z,10.0.0.33,192.168.2.27,25,2068,UDP,OK,normal,
2024-01-01T19:31:07.877941Z,192.168.1.215,203.0.113.7,5432,2319,TCP,OK,normal,
2024-01-01T19:35:40.159698Z,192.168.1.3,203.0.113.22,8080,2481,TCP,TIMEOUT,normal,
2024-01-01T19:45:51.641421Z,10.0.0.54,192.168.1.191,8443,2561,UDP,RESET,normal,
2024-01-01T19:55:07.620887Z,192.168.2.109,10.0.0.95,25,2007,UDP,RESET,normal,
2024-01-01T19:56:27.429587Z,192.168.1.45,203.0.113.26,53,875,UDP,OK,normal,
2024-01-01T19:58:45.213159Z,192.168.1.91,203.0.113.7,8443,134,UDP,TIMEOUT,normal,
2024-01-01T20:21:55.126151Z,10.0.0.109,203.0.113.3,443,854,TCP,OK,normal,
2024-01-01T20:29:50.847465Z,192.168.1.7,192.168.1.52,8080,1725,UDP,TIMEOUT,normal,
2024-01-01T20:33:04.246837Z,192.168.1.180,203.0.113.13,53,1694,UDP,OK,normal,
2024-01-01T20:34:33.415076Z,10.0.0.73,203.0.113.26,443,1543,TCP,OK,normal,
2024-01-01T20:36:23.321899Z,192.168.2.43,203.0.113.16,8080,296,TCP,OK,normal,
2024-01-01T20:36:29.887494Z,192.168.1.46,10.0.0.252,443,1232,TCP,OK,normal,
2024-01-01T20:37:12.152046Z,192.168.2.165,10.0.0.7,53,591,UDP,OK,normal,
2024-01-01T20:40:34.304409Z,192.168.2.58,192.168.2.39,3306,574,UDP,OK,normal,
2024-01-01T20:44:23.704109Z,10.0.0.239,192.168.2.181,22,1816,UDP,RESET,normal,
2024-01-01T20:44:57.471530Z,192.168.1.142,192.168.1.126,8080,2568,TCP,OK,normal,
2024-01-01T20:53:56.313832Z,192.168.2.187,203.0.113.6,8080,2186,UDP,OK,normal,
2024-01-01T20:57:59.132104Z,192.168.1.215,203.0.113.1,443,1764,TCP,OK,normal,
2024-01-01T20:58:27.367142Z,192.168.2.191,203.0.113.16,587,800,TCP,TIMEOUT,normal,
2024-01-01T21:00:45.236139Z,192.168.1.16,203.0.113.20,443,1289,TCP,OK,normal,
2024-01-01T21:06:10.876357Z,192.168.1.161,203.0.113.24,8080,2078,UDP,OK,normal,
2024-01-01T21:12:59.964566Z,10.0.0.243,192.168.1.89,3306,2203,TCP,OK,normal,
2024-01-01T21:20:55.757832Z,10.0.0.222,203.0.113.8,22,1649,UDP,OK,normal,
2024-01-01T21:22:01.396459Z,192.168.2.37,203.0.113.25,22,1992,UDP,OK,normal,
2024-01-01T21:24:21.869439Z,192.168.2.59,203.0.113.27,80,2081,UDP,OK,normal,
2024-01-01T21:33:08.292467Z,192.168.1.184,203.0.113.27,53,3422,UDP,OK,normal,
2024-01-01T21:55:36.230105Z,10.0.0.13,203.0.113.17,8080,1862,UDP,OK,normal,
2024-01-01T21:56:55.462440Z,192.168.2.103,10.0.0.244,8080,3486,TCP,OK,normal,
2024-01-01T21:57:59.676570Z,10.0.0.202,203.0.113.12,53,1939,UDP,OK,normal,
2024-01-01T21:58:45.901944Z,192.168.1.17,203.0.113.1,8443,2459,UDP,TIMEOUT,normal,
2024-01-01T22:01:15.838711Z,192.168.1.74,203.0.113.26,22,1777,TCP,OK,normal,
2024-01-01T22:02:34.592887Z,10.0.0.143,10.0.0.226,53,64,UDP,OK,normal,
2024-01-01T22:07:07.156337Z,10.0.0.231,10.0.0.169,25,64,TCP,OK,normal,
2024-01-01T22:10:13.226294Z,192.168.1.28,10.0.0.86,22,1254,TCP,OK,normal,
2024-01-01T22:13:58.977794Z,192.168.2.107,10.0.0.72,8443,2687,UDP,TIMEOUT,normal,
2024-01-01T22:21:18.052223Z,192.168.1.154,10.0.0.144,5432,931,TCP,TIMEOUT,normal,
2024-01-01T22:24:18.622781Z,192.168.1.121,10.0.0.56,8080,2023,UDP,OK,normal,
2024-01-01T22:26:32.657995Z,192.168.1.205,203.0.113.12,587,1938,UDP,OK,normal,
2024-01-01T22:28:12.876877Z,192.168.1.137,192.168.1.252,8080,1004,UDP,TIMEOUT,normal,
2024-01-01T22:31:15.656614Z,192.168.2.66,192.168.2.124,3306,103,UDP,RESET,normal,
2024-01-01T22:38:09.936241Z,10.0.0.39,203.0.113.5,5432,3360,UDP,TIMEOUT,normal,
2024-01-01T22:40:45.160665Z,10.0.0.104,192.168.1.61,8080,1835,TCP,RESET,normal,
2024-01-01T22:41:12.659850Z,192.168.2.243,192.168.2.239,8080,869,TCP,OK,normal,
2024-01-01T22:51:40.550973Z,192.168.2.177,192.168.1.238,8443,557,UDP,OK,normal,
2024-01-01T22:55:05.724806Z,192.168.1.195,203.0.113.6,25,1212,TCP,TIMEOUT,normal,
2024-01-01T22:59:00.378389Z,10.0.0.134,203.0.113.26,5432,1626,TCP,OK,normal,
2024-01-01T23:21:36.183548Z,192.168.2.74,192.168.2.42,3306,1880,UDP,OK,normal,
2024-01-01T23:24:01.991004Z,192.168.1.7,203.0.113.13,443,716,TCP,OK,normal,
2024-01-01T23:25:47.977666Z,192.168.2.122,10.0.0.128,3306,677,TCP,OK,normal,
2024-01-01T23:29:43.067905Z,192.168.2.233,203.0.113.6,3306,2780,TCP,TIMEOUT,normal,
2024-01-01T23:33:27.075257Z,192.168.2.71,192.168.2.88,80,1094,TCP,OK,normal,
2024-01-01T23:34:04.157229Z,10.0.0.22,10.0.0.59,80,2282,TCP,OK,normal,
2024-01-01T23:38:40.421781Z,192.168.2.107,203.0.113.11,3306,1992,UDP,OK,normal,
2024-01-01T23:39:04.383908Z,10.0.0.231,203.0.113.27,22,2137,TCP,OK,normal,
2024-01-01T23:45:49.784763Z,192.168.2.28,203.0.113.23,8080,1538,UDP,OK,normal,
2024-01-02T00:08:34.802613Z,192.168.1.171,192.168.1.39,443,2441,TCP,OK,normal,
2024-01-02T00:08:49.901128Z,10.0.0.97,203.0.113.13,5432,2790,UDP,RESET,normal,
2024-01-02T00:10:41.900980Z,192.168.1.56,203.0.113.14,53,2264,UDP,OK,normal,
2024-01-02T00:10:59.136955Z,192.168.1.141,203.0.113.14,587,2446,TCP,OK,normal,
2024-01-02T00:11:22.249731Z,10.0.0.150,203.0.113.24,3306,361,TCP,OK,normal,
2024-01-02T00:13:02.406053Z,192.168.2.42,192.168.2.253,25,1807,UDP,OK,normal,
2024-01-02T00:16:12.258613Z,192.168.1.22,10.0.0.64,8080,1574,UDP,OK,normal,
2024-01-02T00:23:26.291444Z,10.0.0.22,192.168.2.190,5432,1412,UDP,OK,normal,
2024-01-02T00:35:36.037777Z,192.168.2.158,192.168.2.142,53,2142,UDP,OK,normal,
2024-01-02T00:41:53.035182Z,10.0.0.51,203.0.113.25,8080,3337,TCP,OK,normal,
2024-01-02T01:02:35.637916Z,192.168.2.66,203.0.113.8,53,2657,TCP,OK,normal,
2024-01-02T01:04:15.082909Z,10.0.0.137,203.0.113.9,80,2151,UDP,OK,normal,
2024-01-02T01:05:28.657267Z,192.168.1.63,192.168.2.145,8443,1581,UDP,OK,normal,
2024-01-02T01:09:52.531557Z,192.168.1.88,203.0.113.12,8080,1354,TCP,TIMEOUT,normal,
2024-01-02T01:20:18.423203Z,10.0.0.131,203.0.113.17,22,99592,TCP,OK,anomaly,volume
2024-01-02T01:24:16.858416Z,10.0.0.180,203.0.113.29,3306,2986,UDP,TIMEOUT,normal,
2024-01-02T01:31:28.746726Z,192.168.2.96,203.0.113.3,22,74,TCP,TIMEOUT,normal,
2024-01-02T01:33:34.316269Z,192.168.1.83,203.0.113.9,25,2584,TCP,TIMEOUT,normal,
2024-01-02T01:37:26.513940Z,192.168.2.35,203.0.113.8,3306,1642,UDP,OK,normal,
2024-01-02T01:38:58.245483Z,192.168.1.230,192.168.2.64,22,1405,TCP,OK,normal,
2024-01-02T01:39:28.218014Z,192.168.2.250,192.168.2.85,53,1770,UDP,OK,normal,
2024-01-02T01:40:49.028680Z,10.0.0.55,192.168.1.83,443,3159,TCP,TIMEOUT,normal,
2024-01-02T01:41:08.597446Z,192.168.2.220,203.0.113.4,8080,840,TCP,OK,normal,
2024-01-02T01:43:24.491906Z,192.168.1.217,192.168.2.89,80,2953,UDP,OK,normal,
2024-01-02T01:43:31.074473Z,10.0.0.136,10.0.0.169,443,2622,TCP,TIMEOUT,normal,
2024-01-02T02:00:17.692215Z,192.168.2.41,192.168.1.68,53,1313,UDP,RESET,normal,
2024-01-02T02:04:54.341249Z,10.0.0.89,203.0.113.12,53,3249,UDP,RESET,normal,
2024-01-02T02:07:55.262577Z,192.168.2.46,192.168.2.203,443,982,TCP,OK,normal,
2024-01-02T02:08:24.416295Z,192.168.2.188,10.0.0.220,80,2194,TCP,RESET,normal,
2024-01-02T02:08:24.816997Z,192.168.1.178,203.0.113.2,8443,708,UDP,TIMEOUT,normal,
2024-01-02T02:11:17.457140Z,10.0.0.219,203.0.113.11,3306,966,UDP,OK,normal,
2024-01-02T02:14:30.645396Z,192.168.1.165,203.0.113.5,53,1590,TCP,TIMEOUT,normal,
2024-01-02T02:22:40.214401Z,10.0.0.14,203.0.113.15,5432,1703,UDP,OK,normal,
2024-01-02T02:33:06.799006Z,10.0.0.44,10.0.0.76,22,1902,TCP,OK,normal,
2024-01-02T02:39:03.808811Z,192.168.1.68,203.0.113.1,587,1352,TCP,OK,normal,
2024-01-02T02:40:54.479390Z,10.0.0.184,203.0.113.4,25,2120,TCP,OK,normal,
2024-01-02T02:42:08.540748Z,10.0.0.241,192.168.1.177,25,176,TCP,TIMEOUT,normal,
2024-01-02T02:43:33.539501Z,192.168.2.30,192.168.1.66,22,1777,UDP,TIMEOUT,normal,
2024-01-02T02:49:26.439784Z,192.168.2.7,203.0.113.6,22,1666,TCP,OK,normal,
2024-01-02T02:56:58.326491Z,192.168.2.127,203.0.113.23,25,1164,UDP,OK,normal,
2024-01-02T02:57:35.254206Z,10.0.0.154,203.0.113.10,53,482,TCP,OK,normal,
2024-01-02T02:57:41.198624Z,192.168.2.160,203.0.113.11,8443,2120,UDP,OK,normal,
2024-01-02T02:58:07.143113Z,192.168.2.11,203.0.113.13,8080,757,TCP,RESET,normal,
2024-01-02T03:01:06.291840Z,192.168.2.236,192.168.2.168,443,2240,TCP,OK,normal,
2024-01-02T03:19:37.210927Z,192.168.2.25,192.168.2.170,3306,924,TCP,OK,normal,
2024-01-02T03:22:42.100993Z,10.0.0.186,192.168.1.205,8080,1847,TCP,TIMEOUT,normal,
2024-01-02T03:23:38.918927Z,10.0.0.65,192.168.2.74,8080,539,TCP,OK,normal,
2024-01-02T03:34:51.925834Z,192.168.1.118,203.0.113.20,8443,133,TCP,OK,normal,
2024-01-02T03:41:32.583830Z,192.168.1.140,10.0.0.62,53,2380,TCP,OK,normal,
2024-01-02T03:42:06.569135Z,192.168.1.13,10.0.0.171,53,1692,TCP,TIMEOUT,normal,
2024-01-02T03:43:25.233076Z,10.0.0.132,10.0.0.220,53,2379,TCP,OK,normal,
2024-01-02T03:48:18.045446Z,192.168.1.212,192.168.1.229,80,1816,UDP,OK,normal,
2024-01-02T03:50:14.276007Z,10.0.0.245,203.0.113.24,53,112,UDP,OK,normal,
2024-01-02T03:54:21.558876Z,192.168.2.58,203.0.113.28,5432,599,TCP,OK,normal,
2024-01-02T03:58:53.774117Z,10.0.0.94,10.0.0.158,5432,1234,TCP,TIMEOUT,normal,
2024-01-02T03:59:35.749925Z,10.0.0.178,192.168.2.20,22,651,TCP,OK,normal,
2024-01-02T04:01:14.816688Z,10.0.0.185,203.0.113.15,53,2149,TCP,OK,normal,
2024-01-02T04:06:24.103367Z,192.168.1.252,203.0.113.18,53,2131,TCP,OK,normal,
2024-01-02T04:09:26.906507Z,192.168.2.115,10.0.0.102,587,1978,UDP,OK,normal,
2024-01-02T04:09:50.108456Z,192.168.2.181,203.0.113.29,3306,928,UDP,OK,normal,
2024-01-02T04:20:38.893401Z,192.168.2.120,192.168.2.50,8080,1560,TCP,OK,normal,
2024-01-02T04:21:56.545383Z,192.168.1.29,192.168.1.17,5432,2125,UDP,OK,normal,
2024-01-02T04:39:46.505238Z,10.0.0.211,203.0.113.25,22,2178,TCP,TIMEOUT,normal,
2024-01-02T04:41:13.195923Z,192.168.2.107,192.168.1.31,8443,948,UDP,OK,normal,
2024-01-02T04:44:46.562926Z,192.168.1.11,203.0.113.7,8443,2168,TCP,OK,normal,
2024-01-02T04:48:54.122321Z,10.0.0.11,192.168.2.37,25,1164,UDP,RESET,normal,
2024-01-02T04:49:36.835113Z,192.168.1.180,203.0.113.2,22,64,UDP,OK,normal,
2024-01-02T05:01:25.569517Z,192.168.1.215,10.0.0.172,5432,803,UDP,OK,normal,
2024-01-02T05:06:22.287568Z,192.168.2.140,203.0.113.26,3306,554,UDP,OK,normal,
2024-01-02T05:06:41.771141Z,192.168.2.120,10.0.0.180,8443,1701,TCP,OK,normal,
2024-01-02T05:08:18.048044Z,10.0.0.230,203.0.113.4,8080,1389,TCP,TIMEOUT,normal,
2024-01-02T05:13:16.506715Z,192.168.2.242,203.0.113.22,3306,632,TCP,OK,normal,
2024-01-02T05:15:39.947884Z,192.168.2.121,10.0.0.219,80,848,TCP,RESET,normal,
2024-01-02T05:22:39.605774Z,192.168.2.2,203.0.113.26,25,1305,UDP,RESET,normal,
2024-01-02T05:37:44.284701Z,192.168.1.61,203.0.113.19,443,145049,TCP,OK,anomaly,volume
2024-01-02T05:42:34.940763Z,192.168.1.146,192.168.1.238,22,2536,UDP,TIMEOUT,normal,
2024-01-02T05:43:56.562521Z,10.0.0.28,203.0.113.20,5432,1286,UDP,OK,normal,
2024-01-02T05:49:25.872356Z,192.168.1.33,203.0.113.23,8080,2347,TCP,OK,normal,
2024-01-02T05:52:26.800777Z,192.168.2.224,10.0.0.70,3306,1467,TCP,OK,normal,
2024-01-02T05:58:27.476683Z,192.168.1.150,203.0.113.16,587,1649,TCP,OK,normal,
2024-01-02T06:04:56.904869Z,192.168.1.22,203.0.113.25,80,863,TCP,OK,normal,
2024-01-02T06:06:29.915728Z,10.0.0.102,203.0.113.15,25,1352,TCP,OK,normal,
2024-01-02T06:08:19.177788Z,10.0.0.11,192.168.1.224,443,903,UDP,OK,normal,
2024-01-02T06:10:56.957083Z,192.168.2.160,203.0.113.15,22,99337,TCP,OK,anomaly,volume
2024-01-02T06:13:52.106348Z,192.168.2.88,203.0.113.2,53,847,TCP,TIMEOUT,normal,
2024-01-02T06:14:38.375532Z,192.168.1.41,203.0.113.25,443,1065,UDP,OK,normal,
2024-01-02T06:14:50.023145Z,192.168.2.251,10.0.0.97,5432,1210,UDP,TIMEOUT,normal,
2024-01-02T06:19:38.310476Z,10.0.0.126,203.0.113.7,5432,903,UDP,OK,normal,
2024-01-02T06:21:07.919590Z,192.168.2.157,192.168.2.161,25,64,UDP,OK,normal,
2024-01-02T06:31:57.744229Z,192.168.2.248,203.0.113.19,5432,1326,TCP,TIMEOUT,normal,
2024-01-02T06:38:34.230151Z,10.0.0.167,192.168.2.177,25,645,UDP,OK,normal,
2024-01-02T06:41:25.555778Z,192.168.2.74,203.0.113.4,53,802,TCP,OK,normal,
2024-01-02T06:48:24.771243Z,10.0.0.115,10.0.0.140,8080,378,TCP,TIMEOUT,normal,
2024-01-02T06:53:16.987496Z,10.0.0.114,203.0.113.17,3306,115,UDP,TIMEOUT,normal,
2024-01-02T06:54:17.152743Z,10.0.0.239,203.0.113.22,8443,1227,TCP,TIMEOUT,normal,
2024-01-02T07:06:43.405986Z,192.168.2.250,203.0.113.2,5432,1289,TCP,RESET,normal,
2024-01-02T07:13:15.903797Z,192.168.2.237,203.0.113.4,3306,1176,UDP,RESET,normal,
2024-01-02T07:18:48.947609Z,192.168.1.15,192.168.2.65,8443,2382,UDP,OK,normal,
2024-01-02T07:25:58.297597Z,10.0.0.127,192.168.1.231,5432,1148,UDP,OK,normal,
2024-01-02T07:31:16.967203Z,10.0.0.232,203.0.113.11,22,1884,UDP,OK,normal,
2024-01-02T07:54:44.454126Z,192.168.2.75,203.0.113.17,8443,1108,TCP,OK,normal,
2024-01-02T07:57:52.036764Z,192.168.2.8,203.0.113.13,53,2008,TCP,OK,normal,
2024-01-02T08:02:45.916568Z,10.0.0.113,203.0.113.14,25,181,TCP,OK,normal,
2024-01-02T08:02:51.582759Z,10.0.0.119,192.168.1.9,5432,2714,UDP,OK,normal,
2024-01-02T08:08:01.035025Z,192.168.1.194,203.0.113.18,53,1563,UDP,OK,normal,
2024-01-02T08:09:42.505201Z,192.168.1.155,192.168.2.86,587,798,UDP,OK,normal,
2024-01-02T08:16:10.397907Z,192.168.1.99,192.168.1.168,25,888,UDP,RESET,normal,
2024-01-02T08:19:47.067887Z,192.168.1.165,192.168.2.168,22,1109,UDP,TIMEOUT,normal,
2024-01-02T08:22:47.135386Z,192.168.2.31,192.168.1.245,5432,1677,TCP,OK,normal,
2024-01-02T08:37:50.275076Z,192.168.1.95,203.0.113.11,22,1842,TCP,RESET,normal,
2024-01-02T08:47:18.710596Z,10.0.0.232,203.0.113.12,25,790,UDP,OK,normal,
2024-01-02T08:52:04.746240Z,10.0.0.27,203.0.113.2,22,1126,UDP,OK,normal,
2024-01-02T08:53:12.566263Z,192.168.2.17,203.0.113.17,8080,1338,UDP,OK,normal,
2024-01-02T08:53:54.094054Z,192.168.2.77,203.0.113.27,53,385,TCP,OK,normal,
2024-01-02T09:00:03.316281Z,192.168.1.74,203.0.113.12,53,1714,UDP,OK,normal,
2024-01-02T09:01:01.679226Z,192.168.1.201,203.0.113.25,53,2373,UDP,OK,normal,
2024-01-02T09:08:25.573243Z,192.168.1.84,10.0.0.239,5432,2634,TCP,OK,normal,
2024-01-02T09:11:43.689404Z,192.168.1.224,10.0.0.186,443,2105,TCP,OK,normal,
2024-01-02T09:15:56.229450Z,10.0.0.191,203.0.113.8,8080,1003,UDP,OK,normal,
2024-01-02T09:21:39.481181Z,10.0.0.4,203.0.113.20,443,1016,UDP,OK,normal,
2024-01-02T09:27:38.286738Z,10.0.0.137,192.168.2.37,3306,1065,UDP,RESET,normal,
2024-01-02T09:28:26.027012Z,192.168.1.67,10.0.0.170,22,1986,UDP,OK,normal,
2024-01-02T09:29:59.236081Z,192.168.1.240,203.0.113.11,8080,2329,UDP,RESET,normal,
2024-01-02T09:31:48.462603Z,10.0.0.215,203.0.113.21,443,1033,TCP,OK,normal,
2024-01-02T09:35:36.143099Z,192.168.1.78,10.0.0.77,587,2458,TCP,OK,normal,
2024-01-02T09:43:56.567538Z,10.0.0.154,192.168.2.206,80,920,UDP,OK,normal,
2024-01-02T09:44:26.900845Z,10.0.0.87,192.168.2.184,22,1543,TCP,RESET,normal,
2024-01-02T09:47:06.774763Z,192.168.1.215,203.0.113.12,53,855,UDP,OK,normal,
2024-01-02T09:59:55.873839Z,192.168.2.30,203.0.113.22,53,1327,UDP,RESET,normal,
2024-01-02T10:00:10.076477Z,192.168.2.253,203.0.113.14,25,1975,TCP,OK,normal,
2024-01-02T10:02:30.025534Z,10.0.0.143,203.0.113.27,53,1221,UDP,OK,normal,
2024-01-02T10:07:20.280815Z,192.168.1.130,192.168.2.26,80,1275,TCP,OK,normal,
2024-01-02T10:12:00.595067Z,192.168.2.18,203.0.113.19,5432,863,UDP,OK,normal,
2024-01-02T10:15:25.338679Z,192.168.2.242,192.168.2.206,22,454,UDP,OK,normal,
2024-01-02T10:16:08.134329Z,192.168.2.48,203.0.113.29,3306,2107,UDP,TIMEOUT,normal,
2024-01-02T10:18:06.240243Z,192.168.2.69,10.0.0.205,587,1495,UDP,OK,normal,
2024-01-02T10:21:37.318531Z,10.0.0.236,203.0.113.18,443,1744,UDP,OK,normal,
2024-01-02T10:24:38.002470Z,192.168.2.117,192.168.1.216,443,1889,TCP,OK,normal,
2024-01-02T10:29:07.496435Z,192.168.1.189,192.168.2.237,5432,2558,UDP,OK,normal,
2024-01-02T10:37:13.601479Z,192.168.2.137,203.0.113.12,5432,631,UDP,OK,normal,
2024-01-02T10:40:47.873634Z,192.168.2.132,192.168.2.123,587,1630,TCP,OK,normal,
2024-01-02T10:44:59.812833Z,10.0.0.131,203.0.113.17,22,83879,TCP,OK,anomaly,volume
2024-01-02T10:48:14.832884Z,192.168.2.237,203.0.113.3,8443,1942,TCP,OK,normal,
2024-01-02T10:52:29.733336Z,192.168.1.106,10.0.0.156,443,2778,TCP,TIMEOUT,normal,
2024-01-02T10:57:52.405435Z,192.168.1.88,192.168.2.10,3306,1384,UDP,RESET,normal,
2024-01-02T11:04:38.217289Z,10.0.0.197,10.0.0.196,25,64,TCP,OK,normal,
2024-01-02T11:05:26.595352Z,10.0.0.13,203.0.113.14,8080,633,TCP,OK,normal,
2024-01-02T11:08:57.362528Z,192.168.2.79,203.0.113.1,8443,127,TCP,TIMEOUT,normal,
2024-01-02T11:15:46.920623Z,192.168.1.176,192.168.2.99,8443,1424,UDP,RESET,normal,
2024-01-02T11:17:04.071435Z,192.168.1.65,10.0.0.153,53,1341,UDP,OK,normal,
2024-01-02T11:18:25.483812Z,192.168.2.251,203.0.113.8,8443,698,UDP,OK,normal,
2024-01-02T11:24:15.401981Z,192.168.2.88,203.0.113.3,22,790,UDP,TIMEOUT,normal,
2024-01-02T11:29:23.489648Z,10.0.0.231,192.168.1.103,5432,839,TCP,RESET,normal,
2024-01-02T11:29:24.455429Z,192.168.2.16,203.0.113.14,443,947,UDP,OK,normal,
2024-01-02T11:31:28.829611Z,10.0.0.105,192.168.1.194,22,2774,TCP,TIMEOUT,normal,
2024-01-02T11:32:35.358351Z,192.168.2.89,192.168.1.71,3306,1949,UDP,OK,normal,
2024-01-02T11:39:56.129914Z,192.168.1.115,203.0.113.14,25,1056,TCP,OK,normal,
2024-01-02T11:41:49.168332Z,192.168.1.1,192.168.2.218,3306,2065,UDP,OK,normal,
2024-01-02T11:54:01.663083Z,192.168.2.137,203.0.113.29,5432,2502,UDP,OK,normal,
2024-01-02T11:54:25.655113Z,192.168.1.243,203.0.113.13,8443,1671,TCP,TIMEOUT,normal,
2024-01-02T11:59:58.899391Z,192.168.2.124,192.168.1.18,53,2296,TCP,TIMEOUT,normal,
2024-01-02T12:04:09.091492Z,192.168.1.51,203.0.113.29,5432,1425,TCP,RESET,normal,
2024-01-02T12:11:39.358232Z,192.168.1.231,203.0.113.12,587,1861,TCP,OK,normal,
2024-01-02T12:16:41.477348Z,192.168.1.104,192.168.2.229,22,2801,TCP,OK,normal,
2024-01-02T12:17:04.849181Z,192.168.1.207,203.0.113.28,5432,1620,UDP,OK,normal,
2024-01-02T12:19:43.230547Z,192.168.2.215,203.0.113.1,53,1770,UDP,OK,normal,
2024-01-02T12:20:20.428412Z,192.168.1.143,203.0.113.21,443,570,UDP,OK,normal,
2024-01-02T12:20:49.772254Z,10.0.0.170,203.0.113.27,3306,2307,TCP,OK,normal,
2024-01-02T12:24:29.050388Z,192.168.2.226,203.0.113.13,25,2537,UDP,TIMEOUT,normal,
2024-01-02T12:27:50.081205Z,10.0.0.197,192.168.1.27,587,498,UDP,OK,normal,
2024-01-02T12:38:20.872997Z,192.168.1.207,203.0.113.10,8080,927,TCP,RESET,normal,
2024-01-02T12:39:47.458328Z,192.168.2.77,203.0.113.13,22,967,TCP,TIMEOUT,normal,
2024-01-02T12:48:25.796372Z,10.0.0.3,203.0.113.13,80,1471,TCP,OK,normal,
2024-01-02T12:54:34.430269Z,10.0.0.227,10.0.0.151,5432,2698,TCP,OK,normal,
2024-01-02T13:03:14.517992Z,192.168.2.211,203.0.113.28,443,397,TCP,OK,anomaly,beaconing
2024-01-02T13:06:16.923714Z,192.168.2.100,203.0.113.23,22,2038,TCP,RESET,normal,
2024-01-02T13:12:35.695772Z,192.168.1.196,203.0.113.15,80,1272,TCP,OK,normal,
2024-01-02T13:15:29.851416Z,192.168.1.60,192.168.1.165,53,1942,UDP,OK,normal,
2024-01-02T13:20:41.731555Z,10.0.0.237,203.0.113.10,80,973,TCP,OK,normal,
2024-01-02T13:26:04.021731Z,192.168.2.69,10.0.0.251,25,1287,TCP,OK,normal,
2024-01-02T13:27:27.821866Z,192.168.1.173,203.0.113.29,22,1843,TCP,OK,normal,
2024-01-02T13:27:31.380383Z,192.168.1.18,192.168.1.196,22,2826,TCP,OK,normal,
2024-01-02T13:29:18.555811Z,192.168.2.199,192.168.2.58,25,1991,UDP,RESET,normal,
2024-01-02T13:34:41.092230Z,192.168.2.214,203.0.113.2,5432,2106,UDP,OK,normal,
2024-01-02T13:37:29.082366Z,10.0.0.188,203.0.113.26,3306,1399,TCP,OK,normal,
2024-01-02T13:46:50.620660Z,192.168.1.149,203.0.113.11,587,1679,TCP,OK,normal,
2024-01-02T13:50:05.251975Z,192.168.1.111,203.0.113.21,5432,1056,UDP,TIMEOUT,normal,
2024-01-02T13:54:40.039497Z,192.168.2.191,203.0.113.4,443,1402,TCP,RESET,normal,
2024-01-02T13:54:53.798702Z,192.168.1.218,203.0.113.20,587,563,TCP,RESET,normal,
2024-01-02T13:55:48.510147Z,10.0.0.239,203.0.113.15,3306,1180,TCP,RESET,normal,
2024-01-02T14:02:12.008670Z,192.168.1.78,192.168.1.146,8080,2186,UDP,RESET,normal,
2024-01-02T14:04:32.999432Z,192.168.2.201,203.0.113.23,443,2242,UDP,OK,normal,
2024-01-02T14:06:51.103070Z,10.0.0.242,203.0.113.10,587,1637,UDP,TIMEOUT,normal,
2024-01-02T14:09:39.098328Z,192.168.2.250,203.0.113.3,587,1898,UDP,OK,normal,
2024-01-02T14:12:37.453331Z,192.168.2.79,192.168.2.76,53,1948,UDP,OK,normal,
2024-01-02T14:13:20.598006Z,192.168.1.126,203.0.113.8,22,67,UDP,TIMEOUT,normal,
2024-01-02T14:18:08.599001Z,192.168.2.51,192.168.2.17,25,1026,TCP,OK,normal,
2024-01-02T14:20:26.287324Z,192.168.2.236,10.0.0.171,443,956,UDP,OK,normal,
2024-01-02T14:32:37.243013Z,10.0.0.31,10.0.0.158,22,907,TCP,OK,normal,
2024-01-02T14:36:27.696473Z,192.168.1.69,10.0.0.86,5432,497,TCP,OK,normal,
2024-01-02T14:42:29.754748Z,10.0.0.101,192.168.1.78,8080,1445,TCP,TIMEOUT,normal,
2024-01-02T14:50:55.804541Z,192.168.2.244,203.0.113.10,3306,1942,TCP,TIMEOUT,normal,
2024-01-02T14:51:14.382431Z,192.168.2.254,203.0.113.19,587,1416,TCP,OK,normal,
2024-01-02T14:51:32.847403Z,192.168.2.249,192.168.2.133,80,981,UDP,OK,normal,
2024-01-02T14:55:24.399738Z,192.168.1.211,192.168.1.132,25,1873,UDP,OK,normal,
2024-01-02T14:59:40.555942Z,192.168.1.114,203.0.113.24,80,2288,TCP,RESET,normal,
2024-01-02T15:00:41.439855Z,192.168.1.8,203.0.113.9,3306,1116,TCP,OK,normal,
2024-01-02T15:01:07.233185Z,192.168.1.249,203.0.113.8,8080,790,TCP,OK,anomaly,beaconing
2024-01-02T15:02:51.713896Z,192.168.2.62,10.0.0.5,53,1605,TCP,OK,normal,
2024-01-02T15:08:41.312543Z,192.168.1.226,192.168.1.124,22,1781,UDP,OK,normal,
2024-01-02T15:09:26.526041Z,10.0.0.238,10.0.0.229,80,881,UDP,OK,normal,
